-1.01,-0.22,0.03
-0.98,-0.24,0.05
-1.01,-0.23,0.06
-0.95,-0.40,-0.10
-0.98,-0.28,0.01
-1.08,-0.26,0.03
-1.04,-0.24,0.12
-0.88,-0.26,0.08
-0.76,-0.24,-0.01
-0.56,-0.11,-0.02
